pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
HIP 105854,b,HIP 105854 b,Radial Velocity,0,1,184.2,0.5,-0.5,0,1,0.81,0.03,-0.03,0,1,0.02,0.03,-0.03,0,1,,,,,0,8.2,0.2,-0.2,0,1,Msini,,,,,0,,,,,0,0,0,0,21h26m22.87s,-37d49m45.9s,321.595306,0.000002,-37.82943,0.000001,2,78.8,0.74,-0.74,0,3,5.64,,0,V (Johnson),5.256,,0,4780,100,-100,0,2,2.1,0.1,-0.1,0,1,,,,,1,0,11/06/2014,Multiple Observatories
HIP 116454,b,HIP 116454 b,Transit,0,1,9.1205,0.0005,-0.0005,0,2,,,,,1,0.2,0.07,-0.07,0,2,88.43,0.4,-0.4,0,2,0.04,0.01,-0.01,0,2,Mass,0.22,0.01,-0.01,0,2,,,,,1,0,0,1,23h35m49.28s,+00d26m43.9s,353.955353,0.000005,0.445516,0.000004,3,62.56,0.18,-0.18,0,3,10.19,0.009,0,V (Johnson),9.932,,0,5089,50,-50,0,3,0.81,0.11,-0.11,0,2,0.72,0.02,-0.02,0,3,0,26/04/2018,K2
HR 810,b,HR 810 b,Radial Velocity,0,1,302.79999,2.3,-2.3,0,3,0.92,0.02,-0.02,0,3,0.14,0.13,-0.13,0,3,,,,,0,2.27,0.25,-0.25,0,3,Msini,,,,,0,,,,,0,0,0,0,02h42m33.47s,-50d48m01.1s,40.639442,0.000001,-50.800293,0.000001,3,17.33,0.02,-0.02,0,5,5.41,,0,V (Johnson),5.224,,0,6167,24,-24,0,4,1.34,0.13,-0.13,0,4,1.13,0.02,-0.02,0,3,0,06/09/2018,La Silla Observatory
HR 8799,b,HR 8799 b,Imaging,0,4,170000,,,0,3,68,,,0,3,,,,,0,,,,,2,7,4,-2,0,1,Mass,1.2,0.1,-0.1,0,2,,,,,0,0,0,0,23h07m28.72s,+21d08m03.3s,346.869659,0.000002,21.134251,0.000002,2,39.4,0.1,-0.1,0,4,5.953,0.01,0,V (Johnson),5.898,,0,7400,,,0,2,,,,,1,,,,,1,2,14/05/2014,Gemini Observatory
HR 8799,c,HR 8799 c,Imaging,0,4,69000,,,0,3,38,,,0,3,,,,,1,,,,,2,10,3,-3,0,1,Mass,1.2,0.1,0,0,2,,,,,0,0,0,0,23h07m28.72s,+21d08m03.3s,346.869659,0.000002,21.134251,0.000002,2,39.4,0.1,-0.1,0,4,5.953,0.01,0,V (Johnson),5.898,,0,7400,,,0,2,,,,,1,,,,,1,2,14/05/2014,Gemini Observatory
HR 8799,d,HR 8799 d,Imaging,0,4,37000,,,0,2,24,,,0,2,,,,,1,,,,,2,10,3,-3,0,1,Mass,1.2,0.1,0,0,2,,,,,0,0,0,0,23h07m28.72s,+21d08m03.3s,346.869659,0.000002,21.134251,0.000002,2,39.4,0.1,-0.1,0,4,5.953,0.01,0,V (Johnson),5.898,,0,7400,,,0,2,,,,,1,,,,,1,2,14/05/2014,W. M. Keck Observatory
HR 8799,e,HR 8799 e,Imaging,0,4,,,,,2,16.4,2.1,-1.1,0,3,0.15,0.08,-0.08,0,1,25,8,-8,0,2,10,7,-4,0,1,Mass,1.17,0.13,-0.11,0,2,,,,,0,0,0,0,23h07m28.72s,+21d08m03.3s,346.869659,0.000002,21.134251,0.000002,2,39.4,0.1,-0.1,0,4,5.953,0.01,0,V (Johnson),5.898,,0,7400,,,0,2,,,,,1,,,,,1,2,27/06/2019,W. M. Keck Observatory
K2-3,b,K2-3 b,Transit,0,3,10.054626,0.00001,-0.000011,0,9,,,,,6,0,,,0,3,89.588,0.116,-0.1,0,4,0.02039,0.00311,-0.00293,0,4,Mass,,,,,8,3.7,1.67,-1.08,0,4,0,0,1,11h29m20.39s,-01d27m17.2s,172.334946,0,-1.454787,0,1,45,3,-3,0,2,12.17,0.01,0,V (Johnson),11.478,,0,3896,189,-189,0,8,0.6,0.09,-0.09,0,8,0.56,0.07,-0.07,0,9,0,07/05/2020,K2
K2-3,c,K2-3 c,Transit,0,3,24.646582,0.000041,-0.00004,0,9,,,,,6,0,,,0,3,89.905,0.066,-0.088,0,4,0.00673,0.0034,-0.00327,0,4,Mass,,,,,8,2.98,1.96,-1.5,0,4,0,0,1,11h29m20.39s,-01d27m17.2s,172.334946,0,-1.454787,0,1,45,3,-3,0,2,12.17,0.01,0,V (Johnson),11.478,,0,3896,189,-189,0,8,0.6,0.09,-0.09,0,8,0.56,0.07,-0.07,0,9,1,07/05/2020,K2
K2-3,d,K2-3 d,Transit,0,3,44.55646,0.00011,-0.0001,0,9,,,,,5,0,,,0,3,89.788,0.033,-0.029,0,4,0.00881,,,0,4,Mass,,,,,7,5.62,,,0,4,0,0,1,11h29m20.39s,-01d27m17.2s,172.334946,0,-1.454787,0,1,45,3,-3,0,2,12.17,0.01,0,V (Johnson),11.478,,0,3896,189,-189,0,8,0.6,0.09,-0.09,0,8,0.56,0.07,-0.07,0,9,3,07/05/2020,K2
KELT-1,b,KELT-1 b,Transit,0,1,1.217514,0.000015,-0.000015,0,3,0.02466,0.00016,-0.00016,0,1,0.0099,0.01,-0.0069,0,2,87.8,1.3,-1.9,0,2,27.23,0.5,-0.48,0,1,Mass,1.11,0.032,-0.022,0,1,24.7,1.4,-1.9,0,1,0,0,0,00h01m26.91s,+39d23m01.7s,0.362142,0.000017,39.383808,0.000017,1,262,14,-14,0,2,10.701,0.057,0,V (Johnson),10.59,,0,6518,50,,0,2,1.32,0.03,,0,1,1.46,0.04,,0,2,0,14/05/2014,KELT
KELT-2 A,b,KELT-2 A b,Transit,0,1,4.11379,0.00001,-0.00001,0,3,,,,,2,0,,,0,3,88.6,1.2,-1.2,0,3,1.7,0.22,-0.22,0,3,Mass,1.35,0.08,-0.08,0,3,,,,,1,0,0,0,06h10m39.35s,+30d57m25.7s,92.663948,0.000004,30.957144,0.000002,2,134.57,0.8,-0.8,0,3,8.713,0.016,0,V (Johnson),8.584,,0,6327,80,-80,0,4,1.54,0.28,-0.28,0,3,1.93,0.1,-0.1,0,4,0,26/04/2018,KELT
KELT-3,b,KELT-3 b,Transit,0,1,2.70339,0.00001,-0.00001,0,4,,,,,2,0,,,0,3,84.14,0.57,-0.57,0,3,1.94,0.33,-0.33,0,4,Mass,1.56,0.11,-0.11,0,3,,,,,2,0,0,0,09h54m34.40s,+40d23m17.0s,148.643324,0.000025,40.388069,0.000022,1,211.35,5.42,-5.42,0,2,9.873,0.029,0,V (Johnson),9.763,,0,6304,49,-49,0,4,1.96,0.5,-0.5,0,3,1.7,0.12,-0.12,0,4,0,26/04/2018,KELT
KELT-6,b,KELT-6 b,Transit,0,2,7.8457,0.0002,-0.0002,0,4,,,,,3,0.22,0.11,-0.11,0,4,88.81,0.85,-0.85,0,4,0.52,0.12,-0.12,0,4,Mass,1.3,0.09,-0.09,0,4,,,,,2,0,0,0,13h03m55.65s,+30d38m24.2s,195.981868,0.000019,30.640051,0.000019,1,242.39,1.98,-1.98,0,2,10.418,0.047,0,V (Johnson),10.193,,0,6102,43,-43,0,5,1.42,0.46,-0.46,0,4,1.73,0.12,-0.12,0,5,0,26/04/2018,KELT
TrES-2,b,TrES-2 b,Transit,0,1,2.47063,0.00001,-0.00001,0,20,,,,,11,0,,,0,10,83.57,0.14,-0.14,0,17,1.49,0.22,-0.22,0,17,Mass,1.36,0.08,-0.08,0,19,,,,,11,0,1,0,19h07m14.03s,+49d18m59.0s,286.808473,0.000022,49.316402,0.000019,3,216.66,1.05,-1.05,0,6,11.411,0.005,0,V (Johnson),11.282,,0,5850,50,-50,0,19,1.36,0.3,-0.3,0,17,1.12,0.07,-0.07,0,21,4,26/04/2018,TrES
HAT-P-7,b,HAT-P-7 b,Transit,0,1,2.20474,0.000017,-0.000017,0,9,,,,,6,0,,,0,7,83.11,0.03,-0.03,0,7,1.84,0.53,-0.53,0,8,Mass,1.51,0.21,-0.21,0,9,,,,,5,0,1,0,19h28m59.35s,+47d58m10.2s,292.24731,0.000019,47.969513,0.000017,2,344.46,2.44,-2.44,0,4,10.463,,0,Kepler-band,10.365,,0,6389,17,-17,0,12,1.56,0.68,-0.68,0,10,2,0.28,-0.28,0,12,1,26/04/2018,HATNet
HAT-P-11,b,HAT-P-11 b,Transit,0,2,4.88780244,,,0,7,0.05254,0.00064,-0.00066,0,3,0.218,0.034,-0.031,0,4,,,,,3,0.07362,0.00472,-0.00472,0,5,Msini,0.389,0.005,-0.005,0,6,,,,,2,0,1,0,19h50m50.24s,+48d04m51.1s,297.709351,0.000002,48.080856,0.000002,3,37.81,0.03,-0.03,0,5,9.174,,0,Kepler-band,9.151,,0,4780,50,-50,0,9,0.81,0.02,-0.03,0,7,0.68,0.01,-0.01,0,9,1,31/01/2019,HATNet
BD+20 274,b,BD+20 274 b,Radial Velocity,0,1,578.2,5.4,-5.4,0,1,1.3,,,0,1,0.21,0.06,-0.06,0,1,,,,,0,4.2,,,0,1,Msini,,,,,0,,,,,0,0,0,0,01h43m40.88s,+21d00m19.1s,25.920324,0.000025,21.005314,0.000019,1,1383.85,86.64,-86.64,0,1,9.36,,0,V (Johnson),8.916,,0,4296,10,-10,0,3,0.8,0.2,-0.2,0,2,17.3,0.9,-0.9,0,2,0,18/09/2015,McDonald Observatory
BD+20 2457,b,BD+20 2457 b,Radial Velocity,0,2,379.63,2,-2,0,2,1.05,0.07,-0.07,0,2,0.15,0.03,-0.03,0,2,,,,,0,55.59,78.55,-78.55,0,2,Msini,,,,,0,,,,,0,0,0,0,10h16m44.86s,+19d53m29.1s,154.18691,0.000022,19.891409,0.000017,1,1670.85,222.63,-222.63,0,2,9.75,,0,V (Johnson),9.227,,0,4259,64,-64,0,4,10.83,22.96,-22.96,0,3,71.02,73.63,-73.63,0,3,0,06/09/2018,McDonald Observatory
BD+20 2457,c,BD+20 2457 c,Radial Velocity,0,2,621.99,10.2,-10.2,0,1,2.01,,,0,1,0.18,0.06,-0.06,0,1,,,,,0,12.47,,,0,1,Msini,,,,,0,,,,,0,0,0,0,10h16m44.86s,+19d53m29.1s,154.18691,0.000022,19.891409,0.000017,1,1670.85,222.63,-222.63,0,2,9.75,,0,V (Johnson),9.227,,0,4259,64,-64,0,4,10.83,22.96,-22.96,0,3,71.02,73.63,-73.63,0,3,0,14/05/2014,McDonald Observatory
HD 164595,b,HD 164595 b,Radial Velocity,0,1,40,0.24,-0.24,0,1,0.23,,,0,1,0.088,0.12,-0.066,0,1,,,,,0,0.05078,0.00856,-0.00856,0,1,Msini,,,,,0,,,,,0,0,0,0,18h00m38.89s,+29d34m18.9s,270.162048,0.000001,29.571922,0.000001,3,28.28,0.02,-0.02,0,3,7.1,,0,V (Johnson),6.895,,0,5790,40,-40,0,3,0.99,0.03,-0.03,0,3,,,,,3,0,10/09/2015,Haute-Provence Observatory
HAT-P-57,b,HAT-P-57 b,Transit,0,1,2.4653,0.000003,-0.000003,0,2,,,,,1,0,,,0,2,88.26,0.85,-0.85,0,2,1.41,1.52,-1.52,0,2,Mass,1.74,0.36,-0.36,0,2,,,,,0,0,0,0,18h18m58.42s,+10d35m50.3s,274.743421,0.000019,10.597294,0.000017,1,282.08,3.24,-3.24,0,2,10.465,0.029,0,V (Johnson),10.425,,0,6330,124,-124,0,3,2.77,1.74,-1.74,0,2,1.85,0.39,-0.39,0,3,0,26/04/2018,HATNet
HAT-P-50,b,HAT-P-50 b,Transit,0,1,3.1220109,0.0000065,-0.0000065,0,2,0.0453,0.00058,-0.0014,0,2,0.115,,,1,2,83.65,0.57,-0.57,0,2,1.35,0.073,-0.073,0,2,Mass,1.288,0.064,-0.064,0,2,0.78,0.11,-0.11,0,2,0,0,0,07h52m15.22s,+12d08m21.9s,118.063411,0.000022,12.13941,0.000017,1,497,21,-21,0,2,11.762,0.03,0,V (Johnson),11.672,,0,6280,49,-49,0,3,1.27,0.05,-0.12,0,2,1.7,0.07,-0.07,0,3,0,19/11/2015,HATNet
HAT-P-51,b,HAT-P-51 b,Transit,0,1,4.2180278,0.0000059,-0.0000059,0,2,0.05069,0.00049,-0.00049,0,2,0.123,,,1,2,88.48,0.57,-0.57,0,2,0.309,0.018,-0.018,0,2,Mass,1.293,0.054,-0.054,0,2,0.178,0.024,-0.024,0,2,0,0,0,01h24m15.65s,+32d48m38.8s,21.06519,0.000017,32.810764,0.000017,1,470,16,-16,0,2,13.44,0.04,0,V (Johnson),13.285,,0,5449,50,-50,0,3,0.98,0.03,-0.03,0,2,1.04,0.04,-0.03,0,3,0,19/11/2015,HATNet
HAT-P-52,b,HAT-P-52 b,Transit,0,1,2.7535953,0.0000094,-0.0000094,0,3,0.03694,0.00038,-0.00038,0,2,0.047,,,1,2,87.02,0.86,-0.86,0,2,0.818,0.029,-0.029,0,2,Mass,1.009,0.072,-0.072,0,2,0.98,0.21,-0.21,0,2,0,0,0,02h50m53.20s,+29d01m20.6s,42.721679,0.000019,29.022396,0.000017,1,385,21,-21,0,2,14.068,0.02,0,V (Johnson),13.787,,0,5131,50,-50,0,3,0.89,0.03,-0.03,0,2,0.89,0.05,-0.05,0,3,0,19/11/2015,HATNet
HAT-P-53,b,HAT-P-53 b,Transit,0,1,1.9616241,0.0000039,-0.0000039,0,2,0.03159,0.00042,-0.00042,0,2,0.134,,,1,2,86.2,1.5,-1.5,0,2,1.484,0.056,-0.056,0,2,Mass,1.318,0.091,-0.091,0,2,0.8,0.15,-0.15,0,2,0,0,0,01h27m29.07s,+38d58m05.3s,21.871105,0.000017,38.968147,0.000017,1,719,43,-43,0,2,13.73,0.18,0,V (Johnson),13.514,,0,5956,50,-50,0,3,1.09,0.04,-0.04,0,2,1.21,0.08,-0.06,0,3,0,19/11/2015,HATNet
HD 1461,c,HD 1461 c,Radial Velocity,0,2,13.5052,0.0029,-0.0029,0,1,0.1117,0.0039,-0.0039,0,1,0.305,,,1,1,,,,,0,0.01759,0.0023,-0.0023,0,1,Msini,,,,,0,,,,,0,0,0,0,00h18m41.87s,-08d03m10.8s,4.674448,0.000003,-8.053001,0.000001,3,23.47,0.03,-0.03,0,6,6.47,,0,V (Johnson),6.29,,0,5765,18,-18,0,7,1.02,,,0,6,,,,,5,0,19/11/2015,La Silla Observatory
HD 204313,c,HD 204313 c,Radial Velocity,0,2,34.905,0.012,-0.012,0,1,0.2099,0.0071,-0.0071,0,1,0.155,0.071,-0.071,0,1,,,,,0,0.0553,0.0053,-0.0053,0,1,Msini,,,,,0,,,,,0,0,0,0,21h28m12.21s,-21d43m34.5s,322.050873,0.000003,-21.726255,0.000001,2,47.86,0.14,-0.14,0,4,7.99,,0,V (Johnson),7.832,,0,5783,29,-29,0,6,1.03,0.04,-0.04,0,5,1.1,0.02,-0.02,0,2,0,19/11/2015,La Silla Observatory
KIC 3558849,b,KIC 3558849 b,Transit,0,1,1322.3,386.1,-11.2,0,1,,,,,0,,,,,0,89.973,0.023,-0.031,0,1,,,,,0,,0.616,0.089,-0.08,0,1,,,,,0,0,1,0,19h39m47.96s,+38d36m18.7s,294.949847,0.000017,38.605197,0.000017,2,1258.75,35.41,-35.41,0,2,14.218,,0,Kepler-band,14.167,,0,6175,168,-194,0,4,0.98,0.11,-0.11,0,1,1.01,0.11,-0.11,0,4,0,05/01/2016,Kepler
KIC 5951458,b,KIC 5951458 b,Transit,0,1,1320.1,12401.8,-152.5,0,1,,,,,0,,,,,0,89.799,0.09,-0.12,0,1,,,,,0,,0.589,2.346,-0.375,0,1,,,,,0,0,1,0,19h15m57.98s,+41d13m22.9s,288.991582,0.000019,41.223038,0.000017,2,758.78,12.71,-12.71,0,2,12.713,,0,Kepler-band,12.688,,0,6258,170,-183,0,4,0.98,0.21,-0.21,0,1,1.52,0.82,-0.82,0,4,0,05/01/2016,Kepler
KOI-7892,b,KIC 8540376 b,Transit,0,2,31.8099,0.00919,-0.00933,0,1,,,,,0,,,,,0,89.3,0.49,-0.72,0,1,,,,,0,,0.366,0.196,-0.17,0,1,,,,,0,0,1,0,18h49m30.61s,+44d41m40.5s,282.37753,0,44.694592,0,2,1106.37,23.26,-23.26,0,2,14.294,,0,Kepler-band,14.217,,0,6474,178,-267,0,4,1.04,0.2,-0.2,0,1,1.26,0.56,-0.56,0,4,0,05/01/2016,Kepler
KOI-7892,c,KIC 8540376 c,Transit,0,2,75.2,38.9,-1.1,0,1,,,,,0,,,,,0,89.701,0.16,-0.16,0,1,,,,,0,,0.214,0.17,-0.125,0,1,,,,,0,0,1,0,18h49m30.61s,+44d41m40.5s,282.37753,0,44.694592,0,2,1106.37,23.26,-23.26,0,2,14.294,,0,Kepler-band,14.217,,0,6474,178,-267,0,4,1.04,0.2,-0.2,0,1,1.26,0.56,-0.56,0,4,0,05/01/2016,Kepler
KIC 9663113,b,KIC 9663113 b,Transit,0,2,572.3847,0.00583,-0.00567,0,1,,,,,0,,,,,0,89.768,0.095,-0.062,0,1,,,,,0,,0.41,0.054,-0.062,0,2,,,,,0,0,1,0,19h48m10.90s,+46d19m43.3s,297.045421,0.000019,46.328701,0.000017,2,1670.88,48.28,-48.28,0,2,13.955,,0,Kepler-band,13.907,,0,6065,155,-180,0,5,0.98,0.13,-0.13,0,1,1.03,0.12,-0.12,0,5,0,05/01/2016,Kepler
KIC 10525077,b,KIC 10525077 b,Transit,0,1,854.083,0.01628,-0.01697,0,1,,,,,0,,,,,0,89.861,0.096,-0.098,0,1,,,,,0,,0.491,0.08,-0.071,0,1,,,,,0,0,1,0,19h09m30.74s,+47d46m16.3s,287.378077,0.000022,47.771187,0.000019,2,1525.31,58.45,-58.45,0,2,15.355,,0,Kepler-band,15.304,,0,6091,164,-213,0,4,1.01,0.12,-0.12,0,1,1.01,0.1,-0.1,0,4,1,05/01/2016,Kepler
KIC 5437945,b,KIC 5437945 b,Transit,0,2,440.7813,0.00563,-0.00577,0,2,,,,,0,,,,,0,89.904,0.066,-0.086,0,1,,,,,0,,0.571,0.143,-0.143,0,2,,,,,0,0,1,0,19h13m53.97s,+40d39m04.9s,288.474857,0.000017,40.651357,0.000017,2,1322.48,29.86,-29.86,0,2,13.771,,0,Kepler-band,13.751,,0,6340,176,-199,0,4,1.07,0.17,-0.17,0,2,1.24,0.29,-0.29,0,4,1,05/01/2016,Kepler
K2-25,b,K2-25 b,Transit,0,1,3.484552,0.000031,-0.000037,0,1,,,,,0,0.27,0.16,-0.21,0,1,88.3,1.2,-0.7,0,1,,,,,0,,0.306,0.085,-0.028,0,1,,,,,0,0,0,1,04h13m05.62s,+15d14m51.9s,63.273434,0,15.247763,0,1,45.01,0.17,-0.17,0,1,15.881,0.03,0,V (Johnson),14.382,,0,3180,60,-60,0,2,0.29,0.02,-0.02,0,1,0.29,0.02,-0.02,0,1,0,28/09/2017,K2
Kepler-176,d,Kepler-176 d,Transit,0,4,25.751974,0.000115,-0.000115,0,4,0.163,,,0,1,,,,,0,,,,,0,,,,,1,,0.224,0.118,-0.118,0,4,,,,,0,1,1,0,19h38m40.31s,+43d51m11.7s,294.667956,0.000017,43.853259,0.000017,2,535.4,6.13,-6.13,0,3,14.55,,0,Kepler-band,14.545,,0,5232,200,-200,0,6,,,,,2,0.89,0.46,-0.46,0,7,1,14/05/2014,Kepler
Kepler-177,b,Kepler-177 b,Transit,0,2,35.8601,0.0015,-0.0014,0,5,,,,,0,0,,,0,1,,,,,0,0.01837,0.00271,-0.00258,0,3,Mass,0.312,0.017,-0.013,0,5,0.75,0.16,-0.14,0,2,1,1,0,19h04m11.31s,+45d03m11.5s,286.047132,0.000017,45.053207,0.000017,2,1497.42,44.23,-44.23,0,3,15,,0,Kepler-band,14.941,,0,5732,60,-60,0,6,0.92,0.03,-0.02,0,4,1.32,0.05,-0.05,0,7,1,07/05/2020,Kepler
Kepler-177,c,Kepler-177 c,Transit,0,2,49.40926,0.00078,-0.00077,0,5,,,,,0,0,,,0,1,88.795,0.037,-0.035,0,1,0.04625,0.0085,-0.00787,0,3,Mass,0.779,0.032,-0.03,0,5,0.121,0.027,-0.025,0,2,1,1,0,19h04m11.31s,+45d03m11.5s,286.047132,0.000017,45.053207,0.000017,2,1497.42,44.23,-44.23,0,3,15,,0,Kepler-band,14.941,,0,5732,60,-60,0,6,0.92,0.03,-0.02,0,4,1.32,0.05,-0.05,0,7,1,07/05/2020,Kepler
Kepler-178,b,Kepler-178 b,Transit,0,3,9.576694,0.000021,-0.000021,0,4,0.085,,,0,1,,,,,0,,,,,0,,,,,0,,0.259,0.112,-0.112,0,3,,,,,0,0,1,0,19h08m24.26s,+46d53m47.3s,287.101089,0.000022,46.896477,0.000017,2,731.04,10.58,-10.58,0,3,14.598,,0,Kepler-band,14.578,,0,5676,200,-200,0,6,,,,,1,1.07,0.45,-0.45,0,6,1,14/05/2014,Kepler
Kepler-178,c,Kepler-178 c,Transit,0,3,20.552802,0.000066,-0.000066,0,4,0.142,,,0,1,,,,,0,,,,,0,,,,,0,,0.257,0.11,-0.11,0,3,,,,,0,0,1,0,19h08m24.26s,+46d53m47.3s,287.101089,0.000022,46.896477,0.000017,2,731.04,10.58,-10.58,0,3,14.598,,0,Kepler-band,14.578,,0,5676,200,-200,0,6,,,,,1,1.07,0.45,-0.45,0,6,1,14/05/2014,Kepler
Kepler-178,d,Kepler-178 d,Transit,0,3,96.678988,0.000702,-0.000702,0,3,0.397,,,0,1,,,,,0,,,,,0,,,,,0,,0.352,0.152,-0.152,0,3,,,,,0,1,1,0,19h08m24.26s,+46d53m47.3s,287.101089,0.000022,46.896477,0.000017,2,731.04,10.58,-10.58,0,3,14.598,,0,Kepler-band,14.578,,0,5676,200,-200,0,6,,,,,1,1.07,0.45,-0.45,0,6,1,14/05/2014,Kepler
Kepler-179,b,Kepler-179 b,Transit,0,2,2.735926,0.000008,-0.000008,0,4,0.036,,,0,1,,,,,0,,,,,0,,,,,0,,0.146,0.061,-0.061,0,3,,,,,0,0,1,0,19h54m39.30s,+47d45m43.4s,298.663735,0.000017,47.762043,0.000017,2,616.39,6.75,-6.75,0,3,14.613,,0,Kepler-band,14.603,,0,5302,200,-200,0,7,,,,,1,0.76,0.31,-0.31,0,6,1,14/05/2014,Kepler
Kepler-179,c,Kepler-179 c,Transit,0,2,6.40013,0.000017,-0.000017,0,4,0.064,,,0,1,,,,,0,,,,,0,,,,,0,,0.178,0.072,-0.072,0,3,,,,,0,0,1,0,19h54m39.30s,+47d45m43.4s,298.663735,0.000017,47.762043,0.000017,2,616.39,6.75,-6.75,0,3,14.613,,0,Kepler-band,14.603,,0,5302,200,-200,0,7,,,,,1,0.76,0.31,-0.31,0,6,1,14/05/2014,Kepler
Kepler-180,b,Kepler-180 b,Transit,0,2,13.817124,0.000155,-0.000155,0,3,0.109,,,0,1,,,,,0,,,,,0,,,,,0,,0.134,0.06,-0.06,0,3,,,,,0,0,1,0,19h42m17.12s,+49d46m28.5s,295.571343,0.000017,49.774586,0.000017,2,709.83,8.83,-8.83,0,3,14.35,,0,Kepler-band,14.325,,0,5731,200,-200,0,6,,,,,2,1.06,0.47,-0.47,0,6,1,14/05/2014,Kepler
Kepler-180,c,Kepler-180 c,Transit,0,2,41.885775,0.000228,-0.000228,0,4,0.229,,,0,1,,,,,0,,,,,0,,,,,0,,0.269,0.12,-0.12,0,3,,,,,0,0,1,0,19h42m17.12s,+49d46m28.5s,295.571343,0.000017,49.774586,0.000017,2,709.83,8.83,-8.83,0,3,14.35,,0,Kepler-band,14.325,,0,5731,200,-200,0,6,,,,,2,1.06,0.47,-0.47,0,6,1,14/05/2014,Kepler
Kepler-181,b,Kepler-181 b,Transit,0,2,3.137873,0.000013,-0.000013,0,3,0.04,,,0,1,,,,,0,,,,,0,,,,,0,,0.113,0.055,-0.055,0,3,,,,,0,0,1,0,19h44m36.34s,+50d05m44.9s,296.151402,0.000017,50.095806,0.000017,2,620.09,8.17,-8.17,0,3,14.707,,0,Kepler-band,14.714,,0,5333,200,-200,0,6,,,,,1,0.75,0.37,-0.37,0,6,1,14/05/2014,Kepler
Kepler-181,c,Kepler-181 c,Transit,0,2,4.302149,0.000008,-0.000008,0,4,0.049,,,0,1,,,,,0,,,,,0,,,,,0,,0.178,0.087,-0.087,0,3,,,,,0,0,1,0,19h44m36.34s,+50d05m44.9s,296.151402,0.000017,50.095806,0.000017,2,620.09,8.17,-8.17,0,3,14.707,,0,Kepler-band,14.714,,0,5333,200,-200,0,6,,,,,1,0.75,0.37,-0.37,0,6,1,14/05/2014,Kepler
Kepler-182,b,Kepler-182 b,Transit,0,2,9.825792,0.000062,-0.000062,0,4,0.096,,,0,1,,,,,0,,,,,0,,,,,0,,0.23,0.105,-0.105,0,3,,,,,0,0,1,0,19h19m19.23s,+50d35m10.5s,289.830114,0.000017,50.586246,0.000017,2,1621.79,54.97,-54.97,0,3,14.896,,0,Kepler-band,14.874,,0,6250,200,-200,0,6,,,,,2,1.15,0.51,-0.51,0,6,1,14/05/2014,Kepler
Kepler-182,c,Kepler-182 c,Transit,0,2,20.684342,0.000097,-0.000097,0,4,0.157,,,0,1,,,,,0,,,,,0,,,,,0,,0.306,0.136,-0.136,0,3,,,,,0,0,1,0,19h19m19.23s,+50d35m10.5s,289.830114,0.000017,50.586246,0.000017,2,1621.79,54.97,-54.97,0,3,14.896,,0,Kepler-band,14.874,,0,6250,200,-200,0,6,,,,,2,1.15,0.51,-0.51,0,6,1,14/05/2014,Kepler
Kepler-183,b,Kepler-183 b,Transit,0,2,5.687945,0.00002,-0.00002,0,5,0.064,,,0,1,,,,,0,,,,,0,,,,,0,,0.184,0.079,-0.079,0,3,,,,,0,0,1,0,19h34m07.40s,+39d18m57.2s,293.530848,0.000017,39.315898,0.000017,2,1082.6,29.16,-29.16,0,3,14.943,,0,Kepler-band,14.893,,0,5888,200,-200,0,6,,,,,2,0.96,0.41,-0.41,0,7,1,14/05/2014,Kepler
Kepler-183,c,Kepler-183 c,Transit,0,2,11.637071,0.000055,-0.000055,0,5,0.103,,,0,1,,,,,0,,,,,0,,,,,1,,0.203,0.087,-0.087,0,4,,,,,0,0,1,0,19h34m07.40s,+39d18m57.2s,293.530848,0.000017,39.315898,0.000017,2,1082.6,29.16,-29.16,0,3,14.943,,0,Kepler-band,14.893,,0,5888,200,-200,0,6,,,,,2,0.96,0.41,-0.41,0,7,1,14/05/2014,Kepler
